Date,target,predicted
2017-03-08,81.03,76.19924635598605
2017-03-09,81.67,71.02923456933515
2017-03-10,81.61,70.55391359337824
2017-03-11,81.61,74.65633185666636
2017-03-12,81.61,74.65633185666636
2017-03-13,81.42,76.19924635598605
2017-03-14,80.99,70.18828207341139
2017-03-15,82.0,76.19924635598605
2017-03-16,82.07,70.18828207341139
2017-03-17,82.0,76.19924635598605
2017-03-18,82.0,74.65633185666636
2017-03-19,82.0,74.65633185666636
2017-03-20,82.0,70.55391359337824
2017-03-21,81.83,76.19924635598605
2017-03-22,81.76,70.00546631342796
2017-03-23,81.86,76.19924635598605
2017-03-24,81.23,76.19924635598605
2017-03-25,81.23,74.65633185666636
2017-03-26,81.23,74.65633185666636
2017-03-27,81.25,76.19924635598605
2017-03-28,81.84,72.01643967324564
2017-03-29,82.02,69.45701903347768
2017-03-30,83.7,72.01643967324564
2017-03-31,82.01,76.19924635598605
2017-04-01,82.01,74.65633185666636
2017-04-02,82.01,68.64536757409168
2017-04-03,82.07,76.19924635598605
2017-04-04,82.37,76.19924635598605
2017-04-05,82.53,70.55391359337824
2017-04-06,83.01,76.19924635598605
2017-04-07,82.76,76.19924635598605
2017-04-08,82.76,74.65633185666636
2017-04-09,82.76,74.65633185666636
2017-04-10,83.13,76.19924635598605
2017-04-11,82.84,76.19924635598605
2017-04-12,82.97,70.18828207341139
2017-04-13,81.69,76.19924635598605
2017-04-14,81.69,74.65633185666636
2017-04-15,81.69,70.8391566938928
2017-04-16,81.69,74.65633185666636
2017-04-17,81.58,76.19924635598605
2017-04-18,81.05,76.19924635598605
2017-04-19,80.49,76.19924635598605
2017-04-20,81.01,76.19924635598605
2017-04-21,80.69,76.19924635598605
2017-04-22,80.69,74.65633185666636
2017-04-23,80.69,74.65633185666636
2017-04-24,81.11,76.19924635598605
2017-04-25,81.73,76.19924635598605
2017-04-26,81.4,76.19924635598605
2017-04-27,81.26,69.6398347934611
2017-04-28,81.65,76.19924635598605
2017-04-29,81.65,74.65633185666636
2017-04-30,81.65,74.65633185666636
2017-05-01,82.06,73.1133342331462
2017-05-02,82.05,70.91954511334508
2017-05-03,82.7,76.19924635598605
2017-05-04,81.64,76.19924635598605
2017-05-05,82.02,76.19924635598605
2017-05-06,82.02,74.65633185666636
2017-05-07,82.02,74.65633185666636
2017-05-08,82.89,76.19924635598605
2017-05-09,82.31,76.19924635598605
2017-05-10,81.91,76.19924635598605
2017-05-11,82.61,76.19924635598605
2017-05-12,82.55,76.19924635598605
2017-05-13,82.55,74.65633185666636
2017-05-14,82.55,74.65633185666636
2017-05-15,82.8,76.19924635598605
2017-05-16,82.55,76.19924635598605
2017-05-17,81.99,70.29797152940144
2017-05-18,81.75,72.74770271317935
2017-05-19,81.93,76.19924635598605
2017-05-20,81.93,74.65633185666636
2017-05-21,81.93,74.65633185666636
2017-05-22,82.29,72.74770271317935
2017-05-23,82.58,76.19924635598605
2017-05-24,82.29,76.19924635598605
2017-05-25,81.75,70.91954511334508
2017-05-26,81.55,71.28517663331193
2017-05-27,81.55,74.65633185666636
2017-05-28,81.55,74.65633185666636
2017-05-29,81.55,74.65633185666636
2017-05-30,81.1,76.19924635598605
2017-05-31,80.5,69.09138751351082
2017-06-01,80.7,70.91954511334508
2017-06-02,79.5,76.19924635598605
2017-06-03,79.5,74.65633185666636
2017-06-04,79.5,74.65633185666636
2017-06-05,80.12,76.19924635598605
2017-06-06,81.21,76.19924635598605
2017-06-07,80.91,76.19924635598605
2017-06-08,80.62,71.28517663331193
2017-06-09,82.13,76.19924635598605
2017-06-10,82.13,74.65633185666636
2017-06-11,82.13,74.65633185666636
2017-06-12,82.93,76.19924635598605
2017-06-13,82.96,76.19924635598605
2017-06-14,82.07,76.19924635598605
2017-06-15,82.26,76.19924635598605
2017-06-16,83.49,76.19924635598605
2017-06-17,83.49,74.65633185666636
2017-06-18,83.49,74.65633185666636
2017-06-19,82.76,76.19924635598605
2017-06-20,82.31,76.19924635598605
2017-06-21,81.44,76.19924635598605
2017-06-22,81.08,76.19924635598605
2017-06-23,81.61,76.19924635598605
2017-06-24,81.61,74.65633185666636
2017-06-25,81.61,74.65633185666636
2017-06-26,81.24,76.19924635598605
2017-06-27,81.11,76.19924635598605
2017-06-28,81.53,76.19924635598605
2017-06-29,80.7,76.19924635598605
2017-06-30,80.73,76.19924635598605
2017-07-01,80.73,74.65633185666636
2017-07-02,80.73,74.65633185666636
2017-07-03,82.1,76.19924635598605
2017-07-04,82.1,74.65633185666636
2017-07-05,80.85,76.19924635598605
2017-07-06,80.12,76.19924635598605
2017-07-07,80.22,76.19924635598605
2017-07-08,80.22,74.65633185666636
2017-07-09,80.22,74.65633185666636
2017-07-10,80.16,76.19924635598605
2017-07-11,80.6,76.19924635598605
2017-07-12,80.96,76.19924635598605
2017-07-13,80.97,76.19924635598605
2017-07-14,81.28,76.19924635598605
2017-07-15,81.28,74.65633185666636
2017-07-16,81.28,74.65633185666636
2017-07-17,80.86,76.19924635598605
2017-07-18,80.6,71.28517663331193
2017-07-19,80.85,76.19924635598605
2017-07-20,80.86,76.19924635598605
2017-07-21,80.12,76.19924635598605
2017-07-22,80.12,74.65633185666636
2017-07-23,80.12,74.65633185666636
2017-07-24,79.87,76.19924635598605
2017-07-25,80.27,76.19924635598605
2017-07-26,80.37,76.19924635598605
2017-07-27,80.83,76.19924635598605
2017-07-28,79.6,70.18828207341139
2017-07-29,79.6,74.65633185666636
2017-07-30,79.6,74.65633185666636
2017-07-31,80.04,71.28517663331193
2017-08-01,80.17,76.19924635598605
2017-08-02,80.6,76.19924635598605
2017-08-03,80.49,76.19924635598605
