Date,target,predicted
2017-04-04,82.37,78.59639475713948
2017-04-05,82.53,79.14249477079255
2017-04-06,83.01,79.40036164649604
2017-04-07,82.76,78.86898709989578
2017-04-08,82.76,78.54458198363653
2017-04-09,82.76,78.54458198363653
2017-04-10,83.13,79.93617494034362
2017-04-11,82.84,79.47277577007026
2017-04-12,82.97,77.81592379918868
2017-04-13,81.69,77.13078587026808
2017-04-14,81.69,76.80638075400884
2017-04-15,81.69,76.80638075400884
2017-04-16,81.69,76.80638075400884
2017-04-17,81.58,77.91218604381584
2017-04-18,81.05,77.53419431504977
2017-04-19,80.49,78.19019885811298
2017-04-20,81.01,79.28348552092149
2017-04-21,80.69,80.03462912301882
2017-04-22,80.69,79.71022400675957
2017-04-23,80.69,79.71022400675957
2017-04-24,81.11,81.01569358474131
2017-04-25,81.73,79.69800822748289
2017-04-26,81.4,78.3897448923795
2017-04-27,81.26,78.83498180746915
2017-04-28,81.65,77.49359669493072
2017-04-29,81.65,77.16919157867153
2017-04-30,81.65,77.16919157867153
2017-05-01,82.06,76.62075442245242
2017-05-02,82.05,77.80805691863964
2017-05-03,82.7,77.4380443447306
2017-05-04,81.64,77.51599766693568
2017-05-05,82.02,77.97355819153773
2017-05-06,82.02,77.64915307527855
2017-05-07,82.02,77.64915307527855
2017-05-08,82.89,76.50056670080147
2017-05-09,82.31,76.84514688554424
2017-05-10,81.91,75.91072586748584
2017-05-11,82.61,75.67722331336375
2017-05-12,82.55,75.51536603005826
2017-05-13,82.55,75.19096091379902
2017-05-14,82.55,75.19096091379902
2017-05-15,82.8,75.98940532376008
2017-05-16,82.55,75.7288051486795
2017-05-17,81.99,74.03854112344646
2017-05-18,81.75,74.21689067520339
2017-05-19,81.93,74.3822275579131
2017-05-20,81.93,74.05782244165385
2017-05-21,81.93,74.05782244165385
2017-05-22,82.29,75.29742964158396
2017-05-23,82.58,75.79152087952485
2017-05-24,82.29,75.90221184021146
2017-05-25,81.75,77.6814548119367
2017-05-26,81.55,77.81930691639337
2017-05-27,81.55,77.49490180013419
2017-05-28,81.55,77.49490180013419
2017-05-29,81.55,77.49490180013419
2017-05-30,81.1,77.93112037708835
2017-05-31,80.5,78.20547473047708
2017-06-01,80.7,79.18445277461547
2017-06-02,79.5,79.528341127837
2017-06-03,79.5,79.20393601157781
2017-06-04,79.5,79.20393601157781
2017-06-05,80.12,79.14647285502173
2017-06-06,81.21,78.96701086542856
2017-06-07,80.91,79.79212655202417
2017-06-08,80.62,79.39270279612862
2017-06-09,82.13,79.4280156321986
2017-06-10,82.13,79.10361051593941
2017-06-11,82.13,79.10361051593941
2017-06-12,82.93,80.34561312057036
2017-06-13,82.96,80.80703307183137
2017-06-14,82.07,80.20707570398235
2017-06-15,82.26,81.07746152180852
2017-06-16,83.49,81.28452728271628
2017-06-17,83.49,80.96012216645704
2017-06-18,83.49,80.96012216645704
2017-06-19,82.76,80.94892502029973
2017-06-20,82.31,79.30089492380961
2017-06-21,81.44,78.95949927025447
2017-06-22,81.08,79.28811901789493
2017-06-23,81.61,79.98149355183745
2017-06-24,81.61,79.6570884355782
2017-06-25,81.61,79.6570884355782
2017-06-26,81.24,81.00589508401816
2017-06-27,81.11,80.66487001353607
2017-06-28,81.53,81.08976724352055
2017-06-29,80.7,81.36903623875634
2017-06-30,80.73,82.34556826694131
2017-07-01,80.73,82.02116315068207
2017-07-02,80.73,82.02116315068207
2017-07-03,82.1,82.95469933421163
2017-07-04,82.1,82.63029421795233
2017-07-05,80.85,82.73096034756026
2017-07-06,80.12,82.90110372486515
2017-07-07,80.22,83.90446589938591
2017-07-08,80.22,83.58006078312667
2017-07-09,80.22,83.58006078312667
2017-07-10,80.16,83.4447623225924
2017-07-11,80.6,82.44436397809108
2017-07-12,80.96,83.43856227870282
2017-07-13,80.97,82.88722250337759
2017-07-14,81.28,83.06962023493332
2017-07-15,81.28,82.74521511867414
2017-07-16,81.28,82.74521511867414
2017-07-17,80.86,82.57249174773239
2017-07-18,80.6,81.63814115754195
2017-07-19,80.85,80.25168521778869
2017-07-20,80.86,79.19285598908175
2017-07-21,80.12,79.37785892917401
2017-07-22,80.12,79.05345381291482
2017-07-23,80.12,79.05345381291482
2017-07-24,79.87,78.54589163672387
2017-07-25,80.27,78.88015553325323
2017-07-26,80.37,79.11376858193665
2017-07-27,80.83,74.96863466267001
2017-07-28,79.6,75.70905033234294
2017-07-29,79.6,75.3846452160837
2017-07-30,79.6,75.3846452160837
2017-07-31,80.04,75.27677877364562
2017-08-01,80.17,74.53347138711939
2017-08-02,80.6,75.05670823444018
2017-08-03,80.49,75.85831228967248
2017-08-04,80.21,76.58543928309751
2017-08-05,80.21,76.26103416683833
2017-08-06,80.21,76.26103416683833
2017-08-07,80.16,76.56341724246073
2017-08-08,79.96,76.23561180433262
2017-08-09,80.21,76.17616099835305
2017-08-10,78.97,76.48504149014536
2017-08-11,78.21,77.25600018858648
2017-08-12,78.21,76.93159507232724
2017-08-13,78.21,76.93159507232724
2017-08-14,78.23,78.33095126254511
2017-08-15,78.04,78.91676121510972
2017-08-16,77.47,78.93036599299575
2017-08-17,76.26,77.3961493298209
2017-08-18,76.64,77.01717957823104
2017-08-19,76.64,76.69277446197185
2017-08-20,76.64,76.69277446197185
2017-08-21,76.38,77.41824846495518
2017-08-22,76.74,77.37638236395463
2017-08-23,76.61,76.19730264968348
2017-08-24,76.33,75.47207615432768
2017-08-25,76.72,77.07855251300776
2017-08-26,76.72,76.75414739674846
2017-08-27,76.72,76.75414739674846
2017-08-28,76.47,77.44806464202446
2017-08-29,76.45,78.41598659948846
2017-08-30,76.1,78.7046559239709
2017-08-31,76.33,78.09831552314586
2017-09-01,76.57,78.25472504683137
2017-09-02,76.57,77.93031993057213
2017-09-03,76.57,77.93031993057213
2017-09-04,76.57,77.93031993057213
2017-09-05,77.18,78.06761747750352
2017-09-06,78.78,78.0510871493725
2017-09-07,79.03,78.89082214161067
2017-09-08,78.82,79.7959934791233
2017-09-09,78.82,79.471588362864
2017-09-10,78.82,79.471588362864
2017-09-11,79.25,80.24643751810544
2017-09-12,79.5,80.01048403288354
2017-09-13,79.77,79.52705688924362
2017-09-14,80.09,79.69389502609431
2017-09-15,80.07,80.0430326587857
2017-09-16,80.07,79.71862754252646
2017-09-17,80.07,79.71862754252646
2017-09-18,80.09,78.97769535263603
2017-09-19,80.22,78.6093560468197
2017-09-20,80.55,80.40113857975274
2017-09-21,79.89,80.97769706714496
2017-09-22,79.92,81.18870876768113
2017-09-23,79.92,80.86430365142195
2017-09-24,79.92,80.86430365142195
2017-09-25,80.98,81.95358830058291
2017-09-26,80.89,82.8523490799027
2017-09-27,81.43,82.712239379859
2017-09-28,82.19,83.28869704052619
2017-09-29,81.98,83.18962075523933
2017-09-30,81.98,82.86521563898015
2017-10-01,81.98,82.86521563898015
2017-10-02,81.63,82.66366863859042
2017-10-03,81.76,83.23105966797596
2017-10-04,81.79,82.73499967103857
2017-10-05,82.02,81.78639261164102
2017-10-06,81.71,81.57553000265904
2017-10-07,81.71,81.2511248863998
2017-10-08,81.71,81.2511248863998
2017-10-09,82.03,81.53197210253921
2017-10-10,82.26,82.55203697887731
2017-10-11,82.6,83.17178603209692
2017-10-12,82.43,84.43095481544367
2017-10-13,82.41,82.4111367114761
2017-10-14,82.41,82.08673159521692
2017-10-15,82.41,82.08673159521692
2017-10-16,82.81,80.88454521050954
2017-10-17,82.96,80.61068282654429
2017-10-18,82.76,81.54626611763462
2017-10-19,82.74,81.7499524352873
2017-10-20,83.11,82.36643561718222
2017-10-21,83.11,82.04203050092298
2017-10-22,83.11,82.04203050092298
2017-10-23,83.24,82.45038810570333
2017-10-24,83.47,82.38065410347934
2017-10-25,83.17,80.50084198498246
2017-10-26,83.47,81.6713119769422
2017-10-27,83.71,81.58396083717622
2017-10-28,83.71,81.25955572091698
2017-10-29,83.71,81.25955572091698
2017-10-30,83.54,80.18661231828008
2017-10-31,83.35,79.44914922065544
2017-11-01,83.87,79.37005101813531
2017-11-02,83.53,79.36308367916314
2017-11-03,83.18,78.73148171575184
2017-11-04,83.18,78.40707659949254
2017-11-05,83.18,78.40707659949254
2017-11-06,83.75,77.99416112944488
2017-11-07,83.58,77.65950773782839
2017-11-08,83.47,76.89865647003484
2017-11-09,83.97,75.76141494834582
2017-11-10,82.94,75.51636310257453
2017-11-11,82.94,75.19195798631523
2017-11-12,82.94,75.19195798631523
2017-11-13,82.89,76.08839571902234
2017-11-14,82.24,76.45868761510116
2017-11-15,81.21,76.12895563439582
2017-11-16,80.56,77.06569683837182
2017-11-17,80.24,75.49827930217691
2017-11-18,80.24,75.17387418591767
2017-11-19,80.24,75.17387418591767
2017-11-20,80.55,75.77190778001778
2017-11-21,80.87,76.33034948541814
2017-11-22,81.1,76.60198585146242
2017-11-23,81.1,76.27758073520323
2017-11-24,81.42,76.29446057582874
2017-11-25,81.42,75.97005545956944
2017-11-26,81.42,75.97005545956944
2017-11-27,81.11,76.16609213928717
2017-11-28,81.67,77.30055641420478
2017-11-29,82.27,82.13176727185225
2017-11-30,83.29,84.01577601506887
2017-12-01,83.46,82.8406911823169
2017-12-02,83.46,73.92696275425493
2017-12-03,83.46,76.38732009847087
2017-12-04,83.57,85.40216659701451
2017-12-05,82.89,83.24478520278848
2017-12-06,82.28,83.38088370425652
2017-12-07,82.55,85.03142129164831
2017-12-08,82.66,84.99073234221402
2017-12-09,82.66,85.7768138230777
2017-12-10,82.66,88.23412172860202
2017-12-11,83.03,84.33683010512112
2017-12-12,82.76,83.29881977608915
2017-12-13,83.12,83.92781847165412
2017-12-14,82.9,83.4714627582486
2017-12-15,83.03,83.30643361934841
2017-12-16,83.03,82.98202850308911
2017-12-17,83.03,82.98202850308911
2017-12-18,82.94,84.02228279167235
